file	line	kind	marker	status	assessment	context	source
crates/turnloop-contract/Cargo.toml	22	cfg-selection	[target.'cfg(unix)'.dependencies]	STILL TRUE — contract platform/feature selection	N/W2/W3/WEB run applicable suites separately; Loom excludes OS bodies, executor requires feature. Apple/Linux/Android/FreeBSD cfg does not include every build.rs BSD; mobile/FreeBSD runtime absent. I12.	workspace = true  [target.'cfg(unix)'.dependencies] libc.workspace = true 	https://github.com/PerryTS/turnloop/blob/a0fbb1bf9a100bb3215219f54301b9ee82ffe71f/crates/turnloop-contract/Cargo.toml#L22
crates/turnloop-contract/Cargo.toml	25	cfg-selection	[target.'cfg(windows)'.dependencies]	STILL TRUE — contract platform/feature selection	N/W2/W3/WEB run applicable suites separately; Loom excludes OS bodies, executor requires feature. Apple/Linux/Android/FreeBSD cfg does not include every build.rs BSD; mobile/FreeBSD runtime absent. I12.	"libc.workspace = true  [target.'cfg(windows)'.dependencies] windows-sys = { version = ""=0.61.2"", features = [""Win32_Foundation"", ""Win32_UI_WindowsAndMessaging"", ""Win32_System_Threading"", ""Win32_System_Console"", ""Win32_Storage_FileSystem"", ""Win32_Security"", ""Win32_System_IO"", ""Win32_System_Pipes""] } "	https://github.com/PerryTS/turnloop/blob/a0fbb1bf9a100bb3215219f54301b9ee82ffe71f/crates/turnloop-contract/Cargo.toml#L25
crates/turnloop-contract/Cargo.toml	38	cfg-selection	"[target.'cfg(all(target_arch = ""wasm32"", target_os = ""unknown""))'.dev-dependencies]"	STILL TRUE — contract platform/feature selection	N/W2/W3/WEB run applicable suites separately; Loom excludes OS bodies, executor requires feature. Apple/Linux/Android/FreeBSD cfg does not include every build.rs BSD; mobile/FreeBSD runtime absent. I12.	"wasi-allocation-tests = [""allocations""]  [target.'cfg(all(target_arch = ""wasm32"", target_os = ""unknown""))'.dev-dependencies] wasm-bindgen = ""=0.2.108"" js-sys = ""=0.3.85"""	https://github.com/PerryTS/turnloop/blob/a0fbb1bf9a100bb3215219f54301b9ee82ffe71f/crates/turnloop-contract/Cargo.toml#L38
crates/turnloop-contract/Cargo.toml	53	cfg-selection	"[target.'cfg(all(target_os = ""wasi"", target_env = ""p2""))'.dev-dependencies]"	STILL TRUE — contract platform/feature selection	N/W2/W3/WEB run applicable suites separately; Loom excludes OS bodies, executor requires feature. Apple/Linux/Android/FreeBSD cfg does not include every build.rs BSD; mobile/FreeBSD runtime absent. I12.	"  [target.'cfg(all(target_os = ""wasi"", target_env = ""p2""))'.dev-dependencies] wasip2 = ""=1.0.3"" "	https://github.com/PerryTS/turnloop/blob/a0fbb1bf9a100bb3215219f54301b9ee82ffe71f/crates/turnloop-contract/Cargo.toml#L53
crates/turnloop-contract/Cargo.toml	56	cfg-selection	"[target.'cfg(all(target_os = ""wasi"", target_env = ""p3""))'.dev-dependencies]"	STILL TRUE — contract platform/feature selection	N/W2/W3/WEB run applicable suites separately; Loom excludes OS bodies, executor requires feature. Apple/Linux/Android/FreeBSD cfg does not include every build.rs BSD; mobile/FreeBSD runtime absent. I12.	"wasip2 = ""=1.0.3""  [target.'cfg(all(target_os = ""wasi"", target_env = ""p3""))'.dev-dependencies] turnloop-wasi-random.workspace = true bson.workspace = true"	https://github.com/PerryTS/turnloop/blob/a0fbb1bf9a100bb3215219f54301b9ee82ffe71f/crates/turnloop-contract/Cargo.toml#L56
crates/turnloop-contract/examples/wasi_timer_baseline.rs	2	cfg-selection	"#[cfg(not(target_os = ""wasi""))]"	STILL TRUE — contract platform/feature selection	N/W2/W3/WEB run applicable suites separately; Loom excludes OS bodies, executor requires feature. Apple/Linux/Android/FreeBSD cfg does not include every build.rs BSD; mobile/FreeBSD runtime absent. I12.	"//! Bare host-clock measurement: deliberately no turnloop calls or types. #[cfg(not(target_os = ""wasi""))] fn main() {} "	https://github.com/PerryTS/turnloop/blob/a0fbb1bf9a100bb3215219f54301b9ee82ffe71f/crates/turnloop-contract/examples/wasi_timer_baseline.rs#L2
crates/turnloop-contract/examples/wasi_timer_baseline.rs	5	cfg-selection	"#[cfg(all(target_os = ""wasi"", target_env = ""p2""))]"	STILL TRUE — contract platform/feature selection	N/W2/W3/WEB run applicable suites separately; Loom excludes OS bodies, executor requires feature. Apple/Linux/Android/FreeBSD cfg does not include every build.rs BSD; mobile/FreeBSD runtime absent. I12.	"fn main() {}  #[cfg(all(target_os = ""wasi"", target_env = ""p2""))] fn sleep_until(at: u64) { let pollable = wasip2::clocks::monotonic_clock::subscribe_instant(at);"	https://github.com/PerryTS/turnloop/blob/a0fbb1bf9a100bb3215219f54301b9ee82ffe71f/crates/turnloop-contract/examples/wasi_timer_baseline.rs#L5
crates/turnloop-contract/examples/wasi_timer_baseline.rs	12	cfg-selection	"#[cfg(all(target_os = ""wasi"", target_env = ""p3""))]"	STILL TRUE — contract platform/feature selection	N/W2/W3/WEB run applicable suites separately; Loom excludes OS bodies, executor requires feature. Apple/Linux/Android/FreeBSD cfg does not include every build.rs BSD; mobile/FreeBSD runtime absent. I12.	"}  #[cfg(all(target_os = ""wasi"", target_env = ""p3""))] fn sleep_until(at: u64) { // p3 removed pollables. Use the same async-lowered clock and wait-set"	https://github.com/PerryTS/turnloop/blob/a0fbb1bf9a100bb3215219f54301b9ee82ffe71f/crates/turnloop-contract/examples/wasi_timer_baseline.rs#L12
crates/turnloop-contract/examples/wasi_timer_baseline.rs	55	cfg-selection	"#[cfg(target_os = ""wasi"")]"	STILL TRUE — contract platform/feature selection	N/W2/W3/WEB run applicable suites separately; Loom excludes OS bodies, executor requires feature. Apple/Linux/Android/FreeBSD cfg does not include every build.rs BSD; mobile/FreeBSD runtime absent. I12.	"}  #[cfg(target_os = ""wasi"")] fn main() { #[cfg(target_env = ""p2"")]"	https://github.com/PerryTS/turnloop/blob/a0fbb1bf9a100bb3215219f54301b9ee82ffe71f/crates/turnloop-contract/examples/wasi_timer_baseline.rs#L55
crates/turnloop-contract/examples/wasi_timer_baseline.rs	57	cfg-selection	"#[cfg(target_env = ""p2"")]"	STILL TRUE — contract platform/feature selection	N/W2/W3/WEB run applicable suites separately; Loom excludes OS bodies, executor requires feature. Apple/Linux/Android/FreeBSD cfg does not include every build.rs BSD; mobile/FreeBSD runtime absent. I12.	"#[cfg(target_os = ""wasi"")] fn main() { #[cfg(target_env = ""p2"")] use wasip2::clocks::monotonic_clock::now; #[cfg(target_env = ""p3"")]"	https://github.com/PerryTS/turnloop/blob/a0fbb1bf9a100bb3215219f54301b9ee82ffe71f/crates/turnloop-contract/examples/wasi_timer_baseline.rs#L57
crates/turnloop-contract/examples/wasi_timer_baseline.rs	59	cfg-selection	"#[cfg(target_env = ""p3"")]"	STILL TRUE — contract platform/feature selection	N/W2/W3/WEB run applicable suites separately; Loom excludes OS bodies, executor requires feature. Apple/Linux/Android/FreeBSD cfg does not include every build.rs BSD; mobile/FreeBSD runtime absent. I12.	"#[cfg(target_env = ""p2"")] use wasip2::clocks::monotonic_clock::now; #[cfg(target_env = ""p3"")] fn now() -> u64 { #[link(wasm_import_module = ""wasi:clocks/monotonic-clock@0.3.0"")]"	https://github.com/PerryTS/turnloop/blob/a0fbb1bf9a100bb3215219f54301b9ee82ffe71f/crates/turnloop-contract/examples/wasi_timer_baseline.rs#L59
crates/turnloop-contract/src/bin/native_child.rs	10	cfg-selection	"#[cfg(any( target_vendor = ""apple"", target_os = ""linux"", target_os = ""android"", target_os = ""freebsd"" ))]"	STILL TRUE — native platform selection	N-W executes Windows bodies; N Unix executes applicable child helpers. Unsupported branches/empty target binaries are not counted as platform tests. I12.	"let mode = args.get(1).and_then(|s| s.to_str()).expect(""fixture mode""); match mode { #[cfg(any( target_vendor = ""apple"", target_os = ""linux"","	https://github.com/PerryTS/turnloop/blob/a0fbb1bf9a100bb3215219f54301b9ee82ffe71f/crates/turnloop-contract/src/bin/native_child.rs#L10
crates/turnloop-contract/src/bin/native_child.rs	62	cfg-selection	"#[cfg(any(target_vendor = ""apple"", target_os = ""freebsd""))]"	STILL TRUE — native platform selection	N-W executes Windows bodies; N Unix executes applicable child helpers. Unsupported branches/empty target binaries are not counted as platform tests. I12.	"""stdio"" => native_stdio(), ""handle"" => native_handle(args.get(2).expect(""pipe path"")), #[cfg(any(target_vendor = ""apple"", target_os = ""freebsd""))] ""blocked-signal"" => blocked_signal(), ""copy"" => {"	https://github.com/PerryTS/turnloop/blob/a0fbb1bf9a100bb3215219f54301b9ee82ffe71f/crates/turnloop-contract/src/bin/native_child.rs#L62
crates/turnloop-contract/src/bin/native_child.rs	75	cfg-selection	"#[cfg(any(target_vendor = ""apple"", target_os = ""freebsd""))]"	STILL TRUE — native platform selection	N-W executes Windows bodies; N Unix executes applicable child helpers. Unsupported branches/empty target binaries are not counted as platform tests. I12.	"}  #[cfg(any(target_vendor = ""apple"", target_os = ""freebsd""))] fn blocked_signal() { // Run in a fresh process so every thread (including the lazy dispatcher)"	https://github.com/PerryTS/turnloop/blob/a0fbb1bf9a100bb3215219f54301b9ee82ffe71f/crates/turnloop-contract/src/bin/native_child.rs#L75
crates/turnloop-contract/src/bin/native_child.rs	103	cfg-selection	"#[cfg(any( target_vendor = ""apple"", target_os = ""linux"", target_os = ""android"", target_os = ""freebsd"", target_os = ""windows"" ))]"	STILL TRUE — native platform selection	N-W executes Windows bodies; N Unix executes applicable child helpers. Unsupported branches/empty target binaries are not counted as platform tests. I12.	"println!(""four deliveries, four stops, four closes; survived unblock""); } #[cfg(any( target_vendor = ""apple"", target_os = ""linux"","	https://github.com/PerryTS/turnloop/blob/a0fbb1bf9a100bb3215219f54301b9ee82ffe71f/crates/turnloop-contract/src/bin/native_child.rs#L103
crates/turnloop-contract/src/bin/native_child.rs	152	cfg-selection	"#[cfg(not(any( target_vendor = ""apple"", target_os = ""linux"", target_os = ""android"", target_os = ""freebsd"", target_os = ""windows"" )))]"	STILL TRUE — native platform selection	N-W executes Windows bodies; N Unix executes applicable child helpers. Unsupported branches/empty target binaries are not counted as platform tests. I12.	"std::process::exit(23); } #[cfg(not(any( target_vendor = ""apple"", target_os = ""linux"","	https://github.com/PerryTS/turnloop/blob/a0fbb1bf9a100bb3215219f54301b9ee82ffe71f/crates/turnloop-contract/src/bin/native_child.rs#L152
crates/turnloop-contract/src/bin/native_child.rs	162	cfg-selection	"#[cfg(any( target_vendor = ""apple"", target_os = ""linux"", target_os = ""android"", target_os = ""freebsd"", target_os = ""windows"" ))]"	STILL TRUE — native platform selection	N-W executes Windows bodies; N Unix executes applicable child helpers. Unsupported branches/empty target binaries are not counted as platform tests. I12.	"panic!(""instantiate stdio fixture on production native backend""); } #[cfg(any( target_vendor = ""apple"", target_os = ""linux"","	https://github.com/PerryTS/turnloop/blob/a0fbb1bf9a100bb3215219f54301b9ee82ffe71f/crates/turnloop-contract/src/bin/native_child.rs#L162
crates/turnloop-contract/src/bin/native_child.rs	210	cfg-selection	"#[cfg(not(any( target_vendor = ""apple"", target_os = ""linux"", target_os = ""android"", target_os = ""freebsd"", target_os = ""windows"" )))]"	STILL TRUE — native platform selection	N-W executes Windows bodies; N Unix executes applicable child helpers. Unsupported branches/empty target binaries are not counted as platform tests. I12.	"} } #[cfg(not(any( target_vendor = ""apple"", target_os = ""linux"","	https://github.com/PerryTS/turnloop/blob/a0fbb1bf9a100bb3215219f54301b9ee82ffe71f/crates/turnloop-contract/src/bin/native_child.rs#L210
crates/turnloop-contract/src/extended.rs	200	cfg-selection	"if cfg!(any(target_os = ""linux"", target_os = ""freebsd"")) {"	STILL TRUE — contract platform/feature selection	N/W2/W3/WEB run applicable suites separately; Loom excludes OS bodies, executor requires feature. Apple/Linux/Android/FreeBSD cfg does not include every build.rs BSD; mobile/FreeBSD runtime absent. I12.	"assert_eq!(count.iter().sum::<usize>(), 32); // DESIGN §5a explicitly says macOS does not kernel-balance SO_REUSEPORT. if cfg!(any(target_os = ""linux"", target_os = ""freebsd"")) { assert!( count.iter().all(|n| *n > 0),"	https://github.com/PerryTS/turnloop/blob/a0fbb1bf9a100bb3215219f54301b9ee82ffe71f/crates/turnloop-contract/src/extended.rs#L200
crates/turnloop-contract/src/integration.rs	22	cfg-selection	"#[cfg(any(target_vendor = ""apple"", target_os = ""freebsd""))]"	STILL TRUE — contract platform/feature selection	N/W2/W3/WEB run applicable suites separately; Loom excludes OS bodies, executor requires feature. Apple/Linux/Android/FreeBSD cfg does not include every build.rs BSD; mobile/FreeBSD runtime absent. I12.	"producer.join().expect(""producer""); } #[cfg(any(target_vendor = ""apple"", target_os = ""freebsd""))] fn wait_external(inner: i32) { // SAFETY: kqueue takes no pointer arguments and creates a descriptor."	https://github.com/PerryTS/turnloop/blob/a0fbb1bf9a100bb3215219f54301b9ee82ffe71f/crates/turnloop-contract/src/integration.rs#L22
crates/turnloop-contract/src/integration.rs	53	cfg-selection	"#[cfg(any(target_os = ""linux"", target_os = ""android""))]"	STILL TRUE — contract platform/feature selection	N/W2/W3/WEB run applicable suites separately; Loom excludes OS bodies, executor requires feature. Apple/Linux/Android/FreeBSD cfg does not include every build.rs BSD; mobile/FreeBSD runtime absent. I12.	"assert_eq!(received.filter, libc::EVFILT_READ); } #[cfg(any(target_os = ""linux"", target_os = ""android""))] fn wait_external(inner: i32) { // SAFETY: valid epoll flags; returns a new descriptor."	https://github.com/PerryTS/turnloop/blob/a0fbb1bf9a100bb3215219f54301b9ee82ffe71f/crates/turnloop-contract/src/integration.rs#L53
crates/turnloop-contract/src/lib.rs	166	cfg-selection	"#[cfg(all( test, not(loom), any( target_vendor = ""apple"", target_os = ""linux"", target_os = ""android"", target_os = ""freebsd"" ) ))]"	STILL TRUE — contract platform/feature selection	N/W2/W3/WEB run applicable suites separately; Loom excludes OS bodies, executor requires feature. Apple/Linux/Android/FreeBSD cfg does not include every build.rs BSD; mobile/FreeBSD runtime absent. I12.	assert_eq!(echoed, connections); } #[cfg(all( test, not(loom),	https://github.com/PerryTS/turnloop/blob/a0fbb1bf9a100bb3215219f54301b9ee82ffe71f/crates/turnloop-contract/src/lib.rs#L166
crates/turnloop-contract/src/lib.rs	471	cfg-selection	"#[cfg(any(not(target_os = ""wasi""), not(debug_assertions)))]"	STILL TRUE — host precision/release selection	W2/W3 debug semantics run; release enforces median lateness <=2ms. Native precision uses its own clock/threshold. No precision claim from debug skip.	"// builds against the measured Wasmtime bound. Debug still exercises all // timer semantics above and the independent mandatory no-spin contract. #[cfg(any(not(target_os = ""wasi""), not(debug_assertions)))] { // A 100 ms ceiling admits occasional scheduler stalls, but it must not hide"	https://github.com/PerryTS/turnloop/blob/a0fbb1bf9a100bb3215219f54301b9ee82ffe71f/crates/turnloop-contract/src/lib.rs#L471
crates/turnloop-contract/src/lib.rs	496	cfg-selection	"#[cfg(target_os = ""wasi"")]"	STILL TRUE — host precision/release selection	W2/W3 debug semantics run; release enforces median lateness <=2ms. Native precision uses its own clock/threshold. No precision claim from debug skip.	"l.turn(Timeout::Now, &mut out).expect(""release sample""); } #[cfg(target_os = ""wasi"")] println!( ""turnloop WASI lateness_ns={:?}"","	https://github.com/PerryTS/turnloop/blob/a0fbb1bf9a100bb3215219f54301b9ee82ffe71f/crates/turnloop-contract/src/lib.rs#L496
crates/turnloop-contract/src/lib.rs	503	cfg-selection	"#[cfg(target_os = ""wasi"")]"	STILL TRUE — host precision/release selection	W2/W3 debug semantics run; release enforces median lateness <=2ms. Native precision uses its own clock/threshold. No precision claim from debug skip.	"lateness.sort_unstable(); assert_eq!(lateness.len(), 20); #[cfg(target_os = ""wasi"")] let within_bound = lateness[10] <= Duration::from_millis(2); #[cfg(not(target_os = ""wasi""))]"	https://github.com/PerryTS/turnloop/blob/a0fbb1bf9a100bb3215219f54301b9ee82ffe71f/crates/turnloop-contract/src/lib.rs#L503
crates/turnloop-contract/src/lib.rs	505	cfg-selection	"#[cfg(not(target_os = ""wasi""))]"	STILL TRUE — host precision/release selection	W2/W3 debug semantics run; release enforces median lateness <=2ms. Native precision uses its own clock/threshold. No precision claim from debug skip.	"#[cfg(target_os = ""wasi"")] let within_bound = lateness[10] <= Duration::from_millis(2); #[cfg(not(target_os = ""wasi""))] let within_bound = lateness[10] < Duration::from_micros(500); #[cfg(target_os = ""wasi"")]"	https://github.com/PerryTS/turnloop/blob/a0fbb1bf9a100bb3215219f54301b9ee82ffe71f/crates/turnloop-contract/src/lib.rs#L505
crates/turnloop-contract/src/lib.rs	507	cfg-selection	"#[cfg(target_os = ""wasi"")]"	STILL TRUE — host precision/release selection	W2/W3 debug semantics run; release enforces median lateness <=2ms. Native precision uses its own clock/threshold. No precision claim from debug skip.	"#[cfg(not(target_os = ""wasi""))] let within_bound = lateness[10] < Duration::from_micros(500); #[cfg(target_os = ""wasi"")] println!( ""turnloop WASI expiries=20 median_ns={}"","	https://github.com/PerryTS/turnloop/blob/a0fbb1bf9a100bb3215219f54301b9ee82ffe71f/crates/turnloop-contract/src/lib.rs#L507
crates/turnloop-contract/src/lib.rs	644	cfg-selection	"#[cfg(any( target_vendor = ""apple"", target_os = ""linux"", target_os = ""android"", target_os = ""freebsd"" ))]"	STILL TRUE — contract platform/feature selection	N/W2/W3/WEB run applicable suites separately; Loom excludes OS bodies, executor requires feature. Apple/Linux/Android/FreeBSD cfg does not include every build.rs BSD; mobile/FreeBSD runtime absent. I12.	"pub use extended::*;  #[cfg(any( target_vendor = ""apple"", target_os = ""linux"","	https://github.com/PerryTS/turnloop/blob/a0fbb1bf9a100bb3215219f54301b9ee82ffe71f/crates/turnloop-contract/src/lib.rs#L644
crates/turnloop-contract/src/lib.rs	651	cfg-selection	"#[cfg(any( target_vendor = ""apple"", target_os = ""linux"", target_os = ""android"", target_os = ""freebsd"" ))]"	STILL TRUE — contract platform/feature selection	N/W2/W3/WEB run applicable suites separately; Loom excludes OS bodies, executor requires feature. Apple/Linux/Android/FreeBSD cfg does not include every build.rs BSD; mobile/FreeBSD runtime absent. I12.	"))] mod integration; #[cfg(any( target_vendor = ""apple"", target_os = ""linux"","	https://github.com/PerryTS/turnloop/blob/a0fbb1bf9a100bb3215219f54301b9ee82ffe71f/crates/turnloop-contract/src/lib.rs#L651
crates/turnloop-contract/src/lib.rs	1011	cfg-selection	"#[cfg(feature = ""executor"")]"	STILL TRUE — contract platform/feature selection	N/W2/W3/WEB run applicable suites separately; Loom excludes OS bodies, executor requires feature. Apple/Linux/Android/FreeBSD cfg does not include every build.rs BSD; mobile/FreeBSD runtime absent. I12.	"pub mod native_surface;  #[cfg(feature = ""executor"")] pub mod executor_contract; "	https://github.com/PerryTS/turnloop/blob/a0fbb1bf9a100bb3215219f54301b9ee82ffe71f/crates/turnloop-contract/src/lib.rs#L1011
crates/turnloop-contract/src/lib.rs	1015	cfg-selection	"#[cfg(target_arch = ""wasm32"")]"	STILL TRUE — contract platform/feature selection	N/W2/W3/WEB run applicable suites separately; Loom excludes OS bodies, executor requires feature. Apple/Linux/Android/FreeBSD cfg does not include every build.rs BSD; mobile/FreeBSD runtime absent. I12.	" /// Revision-2 contracts for a single owning WASI/web agent. #[cfg(target_arch = ""wasm32"")] pub mod single_agent { use std::{"	https://github.com/PerryTS/turnloop/blob/a0fbb1bf9a100bb3215219f54301b9ee82ffe71f/crates/turnloop-contract/src/lib.rs#L1015
crates/turnloop-contract/src/lib.rs	1028	unsupported	"let path = PipeName(""unsupported.sock"".into());"	STILL TRUE — capability/error handling	Read enclosing branch: includes enum/error mappings and capability documentation, not automatically a missing supported operation. DESIGN_AUDIT.md classifies actual gaps.	"pub fn unsupported_native<B: Backend>() { let mut l = Driver::<B>::new(Config::default()).expect(""loop""); let path = PipeName(""unsupported.sock"".into()); for _ in 0..16 { assert_eq!("	https://github.com/PerryTS/turnloop/blob/a0fbb1bf9a100bb3215219f54301b9ee82ffe71f/crates/turnloop-contract/src/lib.rs#L1028
crates/turnloop-contract/src/lib.rs	1032	unsupported	ErrorKind::Unsupported	STILL TRUE — capability/error handling	Read enclosing branch: includes enum/error mappings and capability documentation, not automatically a missing supported operation. DESIGN_AUDIT.md classifies actual gaps.	"assert_eq!( l.pipe_connect(&path, Token(1)).expect_err(""local IPC"").kind, ErrorKind::Unsupported ); assert_eq!("	https://github.com/PerryTS/turnloop/blob/a0fbb1bf9a100bb3215219f54301b9ee82ffe71f/crates/turnloop-contract/src/lib.rs#L1032
crates/turnloop-contract/src/lib.rs	1038	unsupported	ErrorKind::Unsupported	STILL TRUE — capability/error handling	Read enclosing branch: includes enum/error mappings and capability documentation, not automatically a missing supported operation. DESIGN_AUDIT.md classifies actual gaps.	".expect_err(""listener"") .kind, ErrorKind::Unsupported ); let mut spec = ProcessSpec::new(""unavailable"");"	https://github.com/PerryTS/turnloop/blob/a0fbb1bf9a100bb3215219f54301b9ee82ffe71f/crates/turnloop-contract/src/lib.rs#L1038
crates/turnloop-contract/src/lib.rs	1044	unsupported	ErrorKind::Unsupported	STILL TRUE — capability/error handling	Read enclosing branch: includes enum/error mappings and capability documentation, not automatically a missing supported operation. DESIGN_AUDIT.md classifies actual gaps.	"assert_eq!( l.spawn(&spec, Token(2)).expect_err(""process"").kind, ErrorKind::Unsupported ); assert_eq!("	https://github.com/PerryTS/turnloop/blob/a0fbb1bf9a100bb3215219f54301b9ee82ffe71f/crates/turnloop-contract/src/lib.rs#L1044
crates/turnloop-contract/src/lib.rs	1050	unsupported	ErrorKind::Unsupported	STILL TRUE — capability/error handling	Read enclosing branch: includes enum/error mappings and capability documentation, not automatically a missing supported operation. DESIGN_AUDIT.md classifies actual gaps.	".expect_err(""signal"") .kind, ErrorKind::Unsupported ); assert!(!l.alive(), ""rejected setup leaked core credits"");"	https://github.com/PerryTS/turnloop/blob/a0fbb1bf9a100bb3215219f54301b9ee82ffe71f/crates/turnloop-contract/src/lib.rs#L1050
crates/turnloop-contract/src/lib.rs	1060	unsupported	ErrorKind::Unsupported	STILL TRUE — capability/error handling	Read enclosing branch: includes enum/error mappings and capability documentation, not automatically a missing supported operation. DESIGN_AUDIT.md classifies actual gaps.	"assert_eq!( l.kill(h, Signal::Kill).expect_err(""kill"").kind, ErrorKind::Unsupported ); assert_eq!("	https://github.com/PerryTS/turnloop/blob/a0fbb1bf9a100bb3215219f54301b9ee82ffe71f/crates/turnloop-contract/src/lib.rs#L1060
crates/turnloop-contract/src/lib.rs	1064	unsupported	ErrorKind::Unsupported	STILL TRUE — capability/error handling	Read enclosing branch: includes enum/error mappings and capability documentation, not automatically a missing supported operation. DESIGN_AUDIT.md classifies actual gaps.	"assert_eq!( l.kill_group(h, Signal::Kill).expect_err(""group"").kind, ErrorKind::Unsupported ); assert_eq!("	https://github.com/PerryTS/turnloop/blob/a0fbb1bf9a100bb3215219f54301b9ee82ffe71f/crates/turnloop-contract/src/lib.rs#L1064
crates/turnloop-contract/src/lib.rs	1068	unsupported	ErrorKind::Unsupported	STILL TRUE — capability/error handling	Read enclosing branch: includes enum/error mappings and capability documentation, not automatically a missing supported operation. DESIGN_AUDIT.md classifies actual gaps.	"assert_eq!( l.tty_set_mode(h, TtyMode::Raw).expect_err(""TTY"").kind, ErrorKind::Unsupported ); assert_eq!("	https://github.com/PerryTS/turnloop/blob/a0fbb1bf9a100bb3215219f54301b9ee82ffe71f/crates/turnloop-contract/src/lib.rs#L1068
crates/turnloop-contract/src/lib.rs	1072	unsupported	ErrorKind::Unsupported	STILL TRUE — capability/error handling	Read enclosing branch: includes enum/error mappings and capability documentation, not automatically a missing supported operation. DESIGN_AUDIT.md classifies actual gaps.	"assert_eq!( l.tty_window_size(h).expect_err(""window size"").kind, ErrorKind::Unsupported ); assert_eq!("	https://github.com/PerryTS/turnloop/blob/a0fbb1bf9a100bb3215219f54301b9ee82ffe71f/crates/turnloop-contract/src/lib.rs#L1072
crates/turnloop-contract/src/lib.rs	1076	unsupported	ErrorKind::Unsupported	STILL TRUE — capability/error handling	Read enclosing branch: includes enum/error mappings and capability documentation, not automatically a missing supported operation. DESIGN_AUDIT.md classifies actual gaps.	"assert_eq!( l.tty_resize_start(h, Token(5)).expect_err(""resize"").kind, ErrorKind::Unsupported ); let mut backend = B::new(&Config::default(), BufferPool::new(2, 64)).expect(""backend"");"	https://github.com/PerryTS/turnloop/blob/a0fbb1bf9a100bb3215219f54301b9ee82ffe71f/crates/turnloop-contract/src/lib.rs#L1076
crates/turnloop-contract/src/lib.rs	1094	unsupported	ErrorKind::Unsupported	STILL TRUE — capability/error handling	Read enclosing branch: includes enum/error mappings and capability documentation, not automatically a missing supported operation. DESIGN_AUDIT.md classifies actual gaps.	".expect_err(""native operation"") .kind, ErrorKind::Unsupported ); }"	https://github.com/PerryTS/turnloop/blob/a0fbb1bf9a100bb3215219f54301b9ee82ffe71f/crates/turnloop-contract/src/lib.rs#L1094
crates/turnloop-contract/src/lib.rs	1097	unsupported	"assert!(!backend.has_work(), ""unsupported requests retained no work"");"	STILL TRUE — capability/error handling	Read enclosing branch: includes enum/error mappings and capability documentation, not automatically a missing supported operation. DESIGN_AUDIT.md classifies actual gaps.	"); } assert!(!backend.has_work(), ""unsupported requests retained no work""); } "	https://github.com/PerryTS/turnloop/blob/a0fbb1bf9a100bb3215219f54301b9ee82ffe71f/crates/turnloop-contract/src/lib.rs#L1097
crates/turnloop-contract/tests/allocations.rs	5	cfg-selection	"#![cfg(all( not(loom), any( target_vendor = ""apple"", target_os = ""linux"", target_os = ""android"", target_os = ""freebsd"", target_os = ""windows"", all( target_os = ""wasi"", any( target_env = ""p2"", all(target_env = ""p3"", feature = ""wasi-p3-experimental"") ) ) ) ))]"	STILL TRUE — allocation subject selection	N native gates; W2 nine/W3 ten release tests. Files/IPC/process/console tests intentionally excluded on incapable wasm; private-timeout accounting is excluded from WASI at line 1019, gap I02; web uses separate WEB allocator.	//! requires release allocation counts and runs semantic/no-spin tests in both profiles. #![deny(unsafe_op_in_unsafe_fn)] #![cfg(all( not(loom), any(	https://github.com/PerryTS/turnloop/blob/a0fbb1bf9a100bb3215219f54301b9ee82ffe71f/crates/turnloop-contract/tests/allocations.rs#L5
crates/turnloop-contract/tests/allocations.rs	30	cfg-selection	#[cfg(windows)]	STILL TRUE — allocation subject selection	N native gates; W2 nine/W3 ten release tests. Files/IPC/process/console tests intentionally excluded on incapable wasm; private-timeout accounting is excluded from WASI at line 1019, gap I02; web uses separate WEB allocator.	use std::cell::Cell; thread_local! { static ACTIVE: Cell<bool> = const { Cell::new(false) }; static ALLOCS: Cell<usize> = const { Cell::new(0) }; } #[cfg(windows)] static ALL_THREADS_ACTIVE: std::sync::atomic::AtomicBool = std::sync::atomic::AtomicBool::new(false);	https://github.com/PerryTS/turnloop/blob/a0fbb1bf9a100bb3215219f54301b9ee82ffe71f/crates/turnloop-contract/tests/allocations.rs#L30
crates/turnloop-contract/tests/allocations.rs	33	cfg-selection	#[cfg(windows)]	STILL TRUE — allocation subject selection	N native gates; W2 nine/W3 ten release tests. Files/IPC/process/console tests intentionally excluded on incapable wasm; private-timeout accounting is excluded from WASI at line 1019, gap I02; web uses separate WEB allocator.	static ALL_THREADS_ACTIVE: std::sync::atomic::AtomicBool = std::sync::atomic::AtomicBool::new(false); #[cfg(windows)] static ALL_THREADS_ALLOCS: std::sync::atomic::AtomicUsize = std::sync::atomic::AtomicUsize::new(0); fn record() {	https://github.com/PerryTS/turnloop/blob/a0fbb1bf9a100bb3215219f54301b9ee82ffe71f/crates/turnloop-contract/tests/allocations.rs#L33
